timestamp,markers,x,y
1755331242.500,4,837.8,414.2
1755331243.000,2,,
1755331243.500,2,,
1755331244.000,3,,
1755331244.500,2,,
1755331245.000,4,832.3,376.2
1755331245.500,2,,
1755331246.000,3,,
1755331246.500,2,,
1755331247.000,2,,
1755331247.500,2,,
1755331248.000,3,,
1755331248.500,2,,
1755331249.000,2,,
1755331249.500,2,,
1755331250.000,2,,
1755331250.500,3,,
1755331251.000,4,735.1,343.3
1755331251.500,3,,
1755331252.000,2,,
1755331252.500,4,700.6,326.0
1755331253.000,2,,
1755331253.500,3,,
1755331254.000,3,,
1755331254.500,4,662.4,297.8
1755331255.000,2,,
1755331255.500,3,,
1755331256.000,3,,
1755331256.500,3,,
1755331257.000,2,,
1755331257.500,4,608.5,281.3
1755331258.000,3,,
1755331258.500,3,,
1755331259.000,3,,
1755331259.500,2,,
1755331260.000,4,565.6,268.0
1755331260.500,4,548.9,255.5
1755331261.000,4,554.2,257.4
1755331261.500,4,526.0,254.5
1755331262.000,4,522.8,248.7
1755331262.500,4,519.0,251.8
1755331263.000,4,507.6,223.7
1755331263.500,4,485.7,241.0
1755331264.000,4,484.6,240.8
1755331264.500,4,478.8,222.4
1755331265.000,4,475.3,218.7
1755331265.500,4,440.3,238.4
1755331266.000,4,431.5,223.8
1755331266.500,4,444.4,216.8
1755331267.000,4,413.6,220.7
1755331267.500,4,405.7,198.9
1755331268.000,4,404.6,213.0
1755331268.500,4,400.2,210.4
1755331269.000,4,384.6,199.7
1755331269.500,4,369.5,195.8
1755331270.000,4,373.8,193.3
1755331270.500,4,363.5,188.5
1755331271.000,4,345.6,190.9
1755331271.500,4,339.6,192.9
1755331272.000,4,333.4,199.7
1755331272.500,4,321.2,181.7
1755331273.000,4,305.8,181.4
1755331273.500,4,310.7,173.1
1755331274.000,4,296.2,182.7
1755331274.500,4,287.1,170.8
1755331275.000,4,287.4,173.8
1755331275.500,4,274.5,180.5
1755331276.000,4,272.4,166.6
1755331276.500,4,251.1,169.9
1755331277.000,4,246.4,150.8
1755331277.500,4,250.0,164.6
1755331278.000,4,238.1,153.6
1755331278.500,4,235.2,156.8
1755331279.000,4,216.9,149.0
1755331279.500,4,209.4,157.1
1755331280.000,4,202.4,161.3
1755331280.500,4,197.8,164.5
1755331281.000,4,187.1,147.8
1755331281.500,4,184.4,159.8
1755331282.000,4,188.5,160.5
1755331282.500,4,158.6,156.2
1755331283.000,4,178.7,153.0
1755331283.500,4,157.5,154.4
1755331284.000,4,152.4,156.5
1755331284.500,4,151.3,162.1
1755331285.000,4,150.6,144.8
1755331285.500,4,146.8,157.8
1755331286.000,4,133.1,146.7
1755331286.500,4,115.1,157.3
1755331287.000,4,124.9,133.0
1755331287.500,4,111.8,148.3
1755331288.000,4,128.6,149.5
1755331288.500,4,123.1,141.6
1755331289.000,4,105.7,157.8
1755331289.500,4,117.6,150.9
1755331290.000,4,121.5,144.0
1755331290.500,4,105.6,160.4
1755331291.000,4,121.7,152.8
1755331291.500,4,118.7,148.7
1755331292.000,4,106.4,152.9
1755331292.500,4,89.8,157.2
1755331293.000,4,109.0,155.0
1755331293.500,4,100.2,168.3
1755331294.000,4,90.3,146.3
1755331294.500,4,94.8,149.9
1755331295.000,4,110.8,163.3
1755331295.500,4,93.4,157.2
1755331296.000,4,123.7,158.7
1755331296.500,4,95.4,167.5
1755331297.000,4,107.6,168.5
1755331297.500,4,96.5,159.1
1755331298.000,4,110.0,169.7
1755331298.500,4,93.9,181.3
1755331299.000,4,115.2,171.9
1755331299.500,4,109.2,177.7
1755331300.000,4,108.2,167.1
1755331300.500,4,119.0,168.5
1755331301.000,4,122.5,170.6
1755331301.500,4,121.8,183.4
1755331302.000,4,140.3,178.3
1755331302.500,4,118.4,184.0
1755331303.000,4,124.6,186.9
1755331303.500,4,141.1,200.4
1755331304.000,4,155.3,190.9
1755331304.500,4,167.7,215.4
1755331305.000,4,149.8,183.9
1755331305.500,4,155.8,205.7
1755331306.000,4,143.3,208.5
1755331306.500,4,165.5,204.6
1755331307.000,4,177.8,221.9
1755331307.500,4,174.7,218.8
1755331308.000,4,179.4,213.8
1755331308.500,4,191.5,227.5
1755331309.000,4,192.8,208.8
1755331309.500,4,208.7,217.0
1755331310.000,4,211.8,247.4
1755331310.500,4,217.6,227.1
1755331311.000,4,213.3,249.4
1755331311.500,4,232.2,247.9
1755331312.000,4,247.2,246.8
1755331312.500,4,245.0,243.2
1755331313.000,4,230.7,242.3
1755331313.500,4,262.8,256.8
1755331314.000,4,274.7,260.9
1755331314.500,4,281.0,272.0
1755331315.000,4,281.1,267.3
1755331315.500,4,283.8,281.3
1755331316.000,4,305.7,281.4
1755331316.500,4,326.5,290.1
1755331317.000,4,322.6,291.7
1755331317.500,4,320.6,293.0
1755331318.000,4,342.3,280.6
1755331318.500,4,361.1,292.1
1755331319.000,4,365.2,298.5
1755331319.500,4,377.1,316.6
1755331320.000,4,372.0,298.1
1755331320.500,4,387.2,321.4
1755331321.000,4,394.9,313.9
1755331321.500,4,411.5,301.1
1755331322.000,4,412.0,316.4
1755331322.500,4,429.5,326.0
1755331323.000,4,428.1,333.4
1755331323.500,4,435.1,340.6
1755331324.000,4,451.4,342.1
1755331324.500,4,461.0,356.8
1755331325.000,4,475.9,358.2
1755331325.500,4,490.6,352.0
1755331326.000,4,501.3,365.7
1755331326.500,4,509.2,364.3
1755331327.000,4,513.3,378.2
1755331327.500,4,544.2,369.8
1755331328.000,4,540.9,378.1
1755331328.500,4,552.9,389.1
1755331329.000,4,565.0,367.7
1755331329.500,4,561.6,386.7
1755331330.000,4,575.4,393.4
1755331330.500,4,580.9,409.2
1755331331.000,4,611.0,385.7
1755331331.500,4,603.0,415.3
1755331332.000,4,615.1,414.6
1755331332.500,4,613.8,414.3
1755331333.000,4,639.9,435.0
1755331333.500,4,644.2,424.2
1755331334.000,4,653.5,433.5
1755331334.500,4,666.3,440.9
1755331335.000,4,666.1,445.9
1755331335.500,4,670.6,455.4
1755331336.000,4,698.3,443.9
1755331336.500,4,701.0,449.8
1755331337.000,4,714.9,469.4
1755331337.500,4,712.9,474.5
1755331338.000,4,719.7,465.8
1755331338.500,4,726.8,474.1
1755331339.000,4,736.9,480.8
1755331339.500,4,742.5,490.0
1755331340.000,4,763.3,484.2
1755331340.500,4,751.4,498.2
1755331341.000,4,779.4,495.3
1755331341.500,4,767.2,502.9
1755331342.000,4,796.8,489.9
1755331342.500,4,795.4,506.5
1755331343.000,4,791.5,517.1
1755331343.500,4,794.5,519.5
1755331344.000,4,821.8,522.5
1755331344.500,4,810.5,510.8
1755331345.000,4,813.2,514.3
1755331345.500,4,842.0,530.9
1755331346.000,4,826.4,526.3
1755331346.500,4,831.6,537.8
1755331347.000,4,835.1,557.6
1755331347.500,4,844.3,541.6
1755331348.000,4,857.4,563.1
1755331348.500,4,870.1,551.2
1755331349.000,4,865.8,559.9
1755331349.500,4,872.0,564.2
1755331350.000,4,864.1,555.5
1755331350.500,4,876.6,559.5
1755331351.000,2,,
1755331351.500,3,,
1755331352.000,3,,
1755331352.500,3,,
1755331353.000,4,900.5,585.3
1755331353.500,3,,
1755331354.000,2,,
1755331354.500,2,,
1755331355.000,4,888.5,594.2
1755331355.500,2,,
1755331356.000,3,,
1755331356.500,3,,
1755331357.000,3,,
1755331357.500,4,895.9,608.9
1755331358.000,4,907.5,600.8
1755331358.500,4,884.6,617.4
1755331359.000,3,,
1755331359.500,4,896.7,620.5
1755331360.000,3,,
1755331360.500,4,899.3,622.0
1755331361.000,2,,
1755331361.500,2,,
1755331362.000,2,,
1755331362.500,2,,
1755331363.000,3,,
1755331363.500,3,,
1755331364.000,4,886.0,628.7
1755331364.500,2,,
1755331365.000,3,,
1755331365.500,3,,
1755331366.000,3,,
1755331366.500,2,,
1755331367.000,4,857.0,636.8
1755331367.500,2,,
1755331368.000,2,,
1755331368.500,2,,
1755331369.000,3,,
1755331369.500,2,,
1755331370.000,4,816.3,653.1
1755331370.500,4,823.9,633.2
1755331371.000,4,804.3,651.5
1755331371.500,4,815.5,644.1
1755331372.000,4,799.0,638.4
1755331372.500,4,813.8,653.7
1755331373.000,4,794.0,655.3
1755331373.500,4,787.3,654.9
1755331374.000,4,769.9,655.9
1755331374.500,4,765.8,660.1
1755331375.000,4,751.7,645.2
1755331375.500,4,755.2,659.4
1755331376.000,4,743.2,643.1
1755331376.500,4,733.0,644.3
1755331377.000,4,741.0,654.9
1755331377.500,4,727.6,649.5
1755331378.000,4,704.6,655.7
1755331378.500,4,713.6,650.2
1755331379.000,4,691.5,653.3
1755331379.500,4,679.9,649.8
1755331380.000,4,668.2,634.8
1755331380.500,4,669.4,644.2
1755331381.000,4,670.9,638.0
1755331381.500,4,646.6,629.8
1755331382.000,4,622.1,623.3
1755331382.500,4,631.3,626.7
1755331383.000,4,627.1,645.9
1755331383.500,4,606.3,646.2
1755331384.000,4,600.7,640.3
1755331384.500,4,587.4,637.2
1755331385.000,4,571.8,632.6
1755331385.500,4,565.9,624.7
1755331386.000,4,564.7,625.1
1755331386.500,4,549.2,627.5
1755331387.000,4,546.3,608.5
1755331387.500,4,534.4,622.7
1755331388.000,4,513.9,618.2
1755331388.500,4,499.3,624.2
1755331389.000,4,498.0,609.7
1755331389.500,4,499.5,606.7
1755331390.000,4,484.7,596.9
1755331390.500,4,465.4,591.5
1755331391.000,4,458.3,608.2
1755331391.500,4,451.8,604.2
1755331392.000,4,431.9,587.3
1755331392.500,4,426.5,596.0
1755331393.000,4,423.3,588.4
1755331393.500,4,415.7,584.2
1755331394.000,4,400.8,592.8
1755331394.500,4,386.6,580.7
1755331395.000,4,394.6,576.9
1755331395.500,4,377.8,567.9
1755331396.000,4,378.4,551.5
1755331396.500,4,344.3,557.7
1755331397.000,4,357.1,565.5
1755331397.500,4,332.9,548.9
1755331398.000,4,328.8,556.6
1755331398.500,4,311.4,540.2
1755331399.000,4,299.3,550.2
1755331399.500,4,301.9,545.4
1755331400.000,4,289.6,526.9
